id,claim,explanation,actual,predicted,correct,time_sec
273,"""In 2014, Mexican authorities arrested and tortured a U.S. Marine for """"accidentally crossing the border,"""" tying him to a bed for nine months in the process. ""","What's true: Sgt. Andrew Tahmooressi, a U.S. Marine Corps veteran, was arrested in Tijuana after crossing the border into Mexico on 31 March 2014. He was imprisoned for seven months and claims to have been beaten and abused during his incarceration. What's false: Tahmooressi was arrested and charged with weapons-trafficking after being found in possession of three firearms and ammunition, and his claims of abuse and mistreatment have not so far been substantiated with concrete evidence.",Misleading,False,False,0.20719194412231445
274,Much of the extra virgin olive oil sold in the U.S. is fake because it’s   made with genetically modified soybeans and unapproved chemicals.,Your Extra Virgin Olive Oil Could Be Fake ,True,False,False,0.2003345489501953
275,Silicon Valley Startup Grail Sees Hope for Cancer Blood Test,"This story about a blood test for nasopharyngeal carcinoma focuses on the business angles of the research as much as on the potential health contributions of a new screening test. It clearly reports that there is much work to be done before such a test could be considered for clinical use. It passes along a calculation by the researchers that detecting one case would cost almost $30,000 based on the results of this study. However, the story also says that the test is more accurate than existing methods and “boosted patients’ chances of survival,”even though this study was not designed to test either of those claims. The story should have been clearer about how rare this type of cancer is. The participants in this study had a rate of cancer many, many times higher than the general population in the US, which would greatly affect both its effectiveness and its cost. The comment that the cancer “is prevalent” in southern China and Southeast Asia is misleading–it’s more prevalent, but rates are still on the order of 10 to 20 per 100,000. It would have been nice to see more context from an independent source. Stories about medical studies should never proclaim findings that the studies were not designed to produce. This story includes several cautious descriptions of the study as a proof-of-concept and something that provides a “glimpse of evidence” that a blood test might be able to detect at least one rare type of cancer. However, the story states this test is more accurate than existing methods, despite the fact that the study did not directly compare the new test to standard clinical diagnosis. It also claims the test boosted survival, even though again there was no direct comparison to standard care. The relative accuracy and survival claims stick out from the rest of the reporting in a way that suggests they might have been added to juice up the impact of the story.",True,False,False,0.19912052154541016
276,"Shaving makes your hair grow back in thicker, faster, and fuller.",Does hair grow back darker or thicker after it has been shaved?,False,False,True,0.19681334495544434
277,Exclusive: South Korea set to ship coronavirus testing kits to U.S. - source.,"South Korea plans to send kits designed to run up to 600,000 coronavirus tests to the United States on Tuesday after an appeal from U.S. President Donald Trump, a Seoul official said.",True,True,True,0.19654583930969238
278,"Processed, Fatty Foods May Dumb Down Your Kids: Study","The story used language which suggests that the diet was responsible for the differences in IQ observed by the researchers — something this study wasn’t designed to prove. And it doesn’t explain, in terms of actual food, how much worse (or better) a diet had to be to be linked to cognitive deficits (or improvements). It didn’t compare the effects of diet with other factors — such as talking to and interacting with children — that have been linked to better cognitive development in other studies. Parents are very interested in strategies that can help their kids do better in school and get ahead in life. But they don’t always focus on approaches that are well supported by the evidence (remember “Baby Einstein“?). While it makes sense that a nutritious diet might have beneficial effects on brain development, the data so far are preliminary and the effects observed are small. If these limitations aren’t carefully explained, the results might distract parents from other strategies that have better evidence to support their effectiveness. For now, the key take-away from this research is that we need more studies on the long-term effects of early childhood nutrition on development.",False,False,True,0.1999976634979248
279,"""Obamacare"""" mandates that no one over 75 will be given major medical procedures unless approved by an ethics panel.""","Dr. Jill Vecchio, a Colorado radiologist, made a similar claim (captured in a YouTube video) that women over 74 years of age would not be able to receive mammograms under Obamacare. However, the Patient Protection and Affordable Care Act includes no such restriction; it echoes the United States Preventive Service Task Force recommendation that breast cancer screening be performed every 1-2 years for women aged 40 and older.",False,False,True,0.20148253440856934
280,"Disney can legitmately claim that no one has ever died at one of their theme parks, because they always ensure that accident victims are removed from park property before being declared dead.","Disney is, of course, well known for their image consciousness. They have been criticized in the past for policies such as not allowing marked emergency vehicles into their parks (so as not to upset park guests), and so many people perceive them as being willing and overzealous enough to stretch a semantic point for a minor public relations advantage.",False,True,False,0.15791630744934082
281,The UK has the highest death rate in the EU from drugs.,"Estonia had the highest rate of drug-related deaths per million people aged 15 to 64 in the EU, based on research using data from 2015 and 2016. The UK placed joint-third alongside Ireland.",True,False,False,0.20214629173278809
282,"Amgen antibody shows promise in myeloma trial, gets FDA fast track.","Amgen Inc, updating the first trial of its bispecific antibody for multiple myeloma, said on Monday seven out of 10 patients given the second-highest dose of AMG420 responded to the drug, including four with no detectable cancer.",True,True,True,0.2206268310546875
283,UK government launches plan to curb air pollution.,The British government announced on Tuesday it was launching a new plan which aims to reduce air pollution and its costs on society by 1 billion pounds ($1.4 billion) a year by 2020.,True,True,True,0.17032957077026367
284,Phase 3 analyses in Alzheimer's show clinical benefit of tramiprosate in APOE4 carriers,"This news release from a public relations firm on behalf of drug manufacturer, Alzheon, describes an experimental compound tramiprosate that showed some impact on patients carrying the APOE4 gene which is present in many people who go on to develop Alzheimer’s disease. The drug is thought to target amyloid — protein fragments that aggregate abnormally in the brains of people with Alzheimer’s. But the dense technical language of the release prevents most readers from understanding the scale of the improvement reported in patient thinking or behavior during this study. The major drawback of the release is that it didn’t talk about limitations of the sub-group analysis. While exploratory, this sub-group analysis cannot lead one to draw any conclusions about whether the drug “worked,” given that the overall study was negative. The release also did not help readers understand when the drug would be prescribed, in relation to diagnosis, if the drug is approved. Estimates are that more than 5 million Americans have Alzheimer’s disease, a progressive and disabling neurological disorder. This release about a drug that might slow decline or ease symptoms is disappointing. It claims the drug works, but doesn’t make it clear for readers just how well. We aren’t given context for understanding the numbers that are shared. Many caregivers are suffering emotionally and financially by the burdens of caring for a patient with this disease and eager to hear any good news about therapy. Bottom line: This release on an experimental drug treatment trial for Alzheimer’s disease focused on a small sub-group analysis from which conclusions can’t be drawn.",Misleading,False,False,0.20290899276733398
285,Doctors who discovered cancer enzymes in vaccines all found murdered.,"The article puts forward a conspiracy theory that is based on the actual deaths of American doctors, but there is no information that they worked together on vaccine discoveries, nor were their deaths connected. The conclusions in the article are pure speculation.",False,False,True,0.20246481895446777
286,"Pill could erase painful memories, study shows","This story reviews research that one day (years in the future) might have direct applicability to PTSD. But at this point, any benefits for PTSD are pure speculation. PTSD is an important problem for research. But news stories about tiny, short-term studies need to evaluate the evidence as much as they project what researchers say about the potential for their own work.",False,False,True,0.19971251487731934
287,Some Spaniards head back to work in face masks as country loosens lockdown.,"Spaniards at the country’s main transport hubs were handed face masks on a rainy Monday morning as the government relaxed some of the tough lockdown measures designed to rein in the coronavirus health crisis which has claimed nearly 17,000 lives.",True,True,True,0.19947290420532227
288,FDA approves anti-nausea patch for chemo patients,"This AP story about Sancuso, a transdermal patch that delivers anti-nausea medication to cancer patients undergoing chemotherapy, is seriously flawed. The story cites no independent sources. It quotes a consultant for the company, a spokesman for the company, and a participant in the clinical trials who is satisfied with his treatment. It does not cite the evidence upon which the product was approved, nor does it attempt to quantify the benefits or risks. It predicts imminent availability yet does not report price. A more diligent reporter might have done a Web search on the company and product name, and discovered that the Scottish maker of the drug, ProStrakan, took the unusual action beginning to manufacture the patch in August, weeks before approval had been granted. It’s hard to tell what this might mean. But it would be worth asking a few questions about this, both of company officials and independent sources.",Misleading,False,False,0.20448923110961914
289,Adolf Hitler never used chemical weapons (against his own people).,"Two days before Spicer’s remarks, French presidential candidate Marine Le Pen was criticized in her country for trying to downplay the role of French citizens who collaborated with the Germans in the deportation of Jewish citizens to Nazi camps in 1942, saying: “I think that in general, more generally, if there were those responsible, it was those who were in power at the time. This is not France.”",False,True,False,0.16008806228637695
290,Vegetarian and Mediterranean diet may be equally effective in preventing heart disease,"The subject of the news release is a newly published, randomized, controlled study comparing the effects of a Mediterranean diet and a lacto-ovo vegetarian diet (which excludes meat and fish but allows eggs and dairy) on total body weight, BMI, fat mass, and cholesterol levels. The release clearly outlines the differences in the two diets and makes it clear this is the first head-to-head comparison of these two diets within groups of meat consumers. But the news release falls short in not including many of the study’s limitations, as well as making it clear to readers that the study outcomes are based on surrogate markers that cannot draw direct conclusions about “preventing heart disease” or stroke as implied. According to the CDC, heart disease is the leading cause of death in the U.S., with more than  600,000 deaths per year. Dietary patterns are known to affect our risk for heart disease, and represent an opportunity for each of us to modify that risk. What concerns most of us is having the duration or quality of our life affected by a heart attack, stroke, or other cardiovascular disease. So studies which actually look at hard outcomes like that — rather than surrogate markers such as cholesterol levels measured over just a few months — are more relevant to more people. Furthermore, studies which look at the effect of diet on major diseases like cancer, heart disease, diabetes, and stroke aren’t just widespread, but often lead to wide-ranging and wide-reaching news coverage. Such studies usually have significant limitations, debatable outcomes, and are prone to unjustified or hyperbolic language. This places a premium on journalists covering such studies to look for independent viewpoints, and a premium on readers for staying skeptical.",Misleading,False,False,0.2061011791229248
291,"Gangster John Dillinger's exceptionally large penis is housed in one of the Smithsonian museums in Washington, D.C.","In the 1988 Jay McInerney’s novel Story of My Life, we found this: “I remember I read somewhere that outlaw guy John Dillinger had one that was about a foot and a half long and it’s preserved in the Smithsonian or someplace. Now that’s what I call the Washington Monument.”",False,False,True,0.20146727561950684
292," Vincent Fleck, the father of a doctor who leaked Hillary Clinton’s medical information to the press, died suddenly and under suspicious circumstances. ",Vincent Fleck Found Dead After Hillary Clinton’s Medical Records Leaked,False,True,False,0.19797182083129883
293,It is more difficult to obtain a Costco membership than it is to get a NYC Municipal ID,"""Castorina, the assemblyman from Staten Island, claimed in a press release that """"it is more difficult to obtain a Costco membership than it is to get a NYC Municipal ID."""" Getting a membership at Costco requires an application and a photo ID on your first visit to the store. A municipal ID in New York City requires more documentation and takes longer to process. The only obstacle to getting a Costco membership that might make it more difficult for some people is the cost. The New York City ID card is free. A Costco membership starts at $55 annually.""",False,False,True,0.20131540298461914
294,Ginkgo Won’t Slow Decline of Aging Brain,"In a story that describes another study raising doubts about this product’s value, there was as much attention given to the remaining true believers as there was to the skeptical evidence. Many people (estimates of ~$100 million in annual US sales) buy this stuff. Evaluating the evidence about it is not only a health issue but a consumer protection issue.",Misleading,True,False,0.1647322177886963
295,US panel backs wider use of fish oil to prevent heart attack.,"Government health experts on Thursday recommended broader use of a prescription-strength fish oil drug to help many more patients at risk for heart attack, stroke and related health problems.",True,True,True,0.16094088554382324
296,"""Donald Trump Says the U.S. election system is """"rigged.""","Trump has repeatedly claimed that the U.S. election system is rigged. He has cited examples of voter fraud, which is extremely rare, often unintentional and not on a scale large enough to affect a national election. While there are isolated examples of bought local elections, experts say it cannot be replicated on a national scale. While it is possible to tamper with electronic voting machines, there is no evidence deliberate malfeasance has altered any election.",False,True,False,0.16357064247131348
297,11 hospitalizations linked to vaping in Wisconsin.,Wisconsin health officials said Friday they’ve linked vaping to 11 recent cases where teenagers and young adults developed severe lung disease that required hospitalizations.,True,True,True,0.1699073314666748
298,President Trump rolled back rules protecting residents of nursing homes.,"We reached out to the AHCA for comment, but have not received a response.",True,False,False,0.20105552673339844
299,US-Patent 8835624 is for the H1N1 virus.,"The patent with this number was for a strand of DNA that binds to the H1N1 virus, not the virus itself.",Misleading,True,False,0.1665503978729248
300,"643,000 Americans declare bankruptcy over medical bills every year.","In short, using some very specific analyses, one could make the case that (at least within the last several years) about 643,000 Americans declared bankruptcy annually due to medical bills. But the accuracy of those analyses is open to question, the playing field has changed significantly since they were undertaken (due to the implementation of the ACA), and it’s far from an absolute that the other countries listed in the meme experience zero medical-related bankruptcies.",Misleading,True,False,0.19818925857543945
301,A hidden provision in Obamacare taxes sporting goods as medical devices.,Chain email claims the health care law contains a hidden tax on sporting goods,False,False,True,0.19704961776733398
302,The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is interested in marketing them.,"The wildly inaccurate representation wasn’t out of line with the untrustworthy content practices associated with Natural News. Prior articles published on that site asserted that welfare recipients would be forced to receive RFID chip implants, that Chipotle’s foodborne illness outbreaks were the work of pro-GMO bioterrorists, that doctors were responsible for more deaths than guns in America, that the Centers for Disease Control (CDC) issued a warning urging Americans not to get the flu shot, that a Johns Hopkins scientist blew the lid off the hidden risks of influenza vaccination, and (perhaps most bizarrely) that the government was engaged in a program to utilize aerosolized “thought control” vaccines on the population. All but two of these claims were advanced by “Health Ranger” Mike Adams.",False,False,True,0.19730043411254883
303,"""Ohio is """"probably top five in the country, sadly, in terms of heroin overdoses. It’s now exceeded car accidents as the No. 1 cause of death in Ohio.""","""Portman said Ohio is """"probably top five in the country, sadly, in terms of heroin overdoses. It’s now exceeded car accidents as the No. 1 cause of death in Ohio."""" He has a point about Ohio having the fifth-most drug overdose deaths in the nation for 2014. But he forgot two key words that make an important distinction about the types of deaths he is counting: """"injury related."""" CDC data shows that when you count long-term health problems such as cancer and heart disease, drug poisoning is eighth on the list of things killing Ohioans.""",Misleading,True,False,0.19675946235656738
304,"Statins cut the risk of heart disease death by 28% among men, study shows","This story by The Guardian highlights a new study in the journal “Circulation” that digs into the data of a 20-year study of cholesterol and heart disease in thousands of European men. The Guardian appears to lean heavily on an Imperial College press release that trumpets the benefits of taking statin drugs, which can lower LDL or “bad” cholesterol — and reduce the risk of deadly heart disease. It claims the study showed statins reduced the risk of death from heart disease by 28%. But that’s a lopsided and potentially misleading way to present the data. When broken down into absolute numbers, the benefits are far less dramatic (see quantified benefits criterion, below). In that light, the advantages compared to the disadvantages of taking statins for many years — risk of muscle pain, liver damage, diabetes, and more — become less clear. The story also misses a very big red flag when it comes to making clear that most of the authors have a financial relationship with the primary funder of the study: a drug company that makes statins. Readers need accurate data to make informed healthcare decisions. Relative numbers sound good, but are only one half of the story. Readers also deserve to know any potential conflicts of interest, such as who paid for the study.",False,True,False,0.21657276153564453
305,"""Suicide comes from federal government largesse """"saying you are not worth anything but you are going to get something for nothing.""","""Young said that suicide comes from federal government largesse """"saying you are not worth anything but you are going to get something for nothing."""" Data suggests high suicide rates among Alaska Natives stem more from cultural changes, including the transition from rural, traditional practices to urban life.""",False,False,True,0.1976020336151123
306,A worker at a British dairy that produces Anchor Butter contaminated the company's products with HIV-infected blood.,"Though it is very rare, HIV can be spread by eating food that has been pre-chewed by an HIV-infected person. The contamination occurs when infected blood from a caregiver’s mouth mixes with food while chewing. The only known cases are among infants.",False,False,True,0.19631409645080566
307,A summary of the 1956 Republican platform describes a significant divergence from the party's focus in recent decades.,"While the two platforms from 1956 and 2012 may appear starkly different when compared side-by-side, one must also keep in mind that the Republican Party tenets referenced in this meme predate many of the issues American voters now feel are central to their lives 60 years on.",Misleading,False,False,0.19662880897521973
308,Delta has had the most animal deaths among U.S. carriers in the past five years,Pet-death claim leaves out important details,Misleading,False,False,0.2135934829711914
309,The media lied about the Momo challenge and real Momo videos have been located and shared.,"‘Real Momo Videos,’  Viral Hoaxes, and Ostension",Misleading,False,False,0.21600031852722168
310,"""Better Future Michigan Says Gary Peters """"supports ‘Medicare for All,’ siding with radical liberals.""","""A TV ad by Better Future Michigan claimed that Peters """"supports Medicare for All, siding with radical liberals."""" The statement is based on two videos from a 2018 town hall meeting. Though the senator does not tell a Medicare for All supporter that he backs this approach, he agreed that it could be a """"pathway"""" in the future. But from this comment to the ad’s overall assertion is a big stretch. Specifically, Peters is on the record as supporting efforts to protect the Affordable Care Act from Republican changes, offering a public option and lowering the eligibility age for Medicare. He also supports keeping private insurance. In addition, he is not a co-sponsor of Sanders’ Medicare for All legislation, and single-payer advocates within Michigan said he """"definitely"""" does not support this approach.""",False,True,False,0.16162514686584473
311,Dabigatran superior to warfarin when anticoagulation is resumed after bleeding,"This news release touts an analysis of Medicare data for 1,500 patients who suffered a major bleeding event while taking anticoagulants for atrial fibrillation. Researchers found that patients who resumed anticoagulants after a hemorrhage had better stroke and mortality rates than those who did not, and those who resumed treatment with a newer drug, dabigatran, had fewer recurrent hemorrhages than those who restarted treatment with the old standby warfarin. The news release lays out relative differences in outcomes but doesn’t include absolute risks and benefits that would convey the true significance of these findings. Nor does it mention the wide cost difference between the two drugs or the fact that prescribing patterns at the time the data were collected may have skewed the findings. Bottom line: this is an observational study, not a controlled clinical trial. It is not appropriate to be making recommendations about one drug or another based on such a study. This study sheds light on the dilemma of whether patients at risk for blood clots should resume taking anticoagulants after a major hemorrhage. Less than half of patients who survived a bleeding incident resumed taking anticoagulant drugs, apparently because their doctors perceived a high risk of recurrent bleeding. But the authors say their finding that the risk of stroke outweighs the risk of recurrent bleeding should encourage clinicians to resume anti-clotting drugs. And while the analysis shows better outcomes with a new drug compared with an old one, the authors acknowledge that finding needs to be validated in other patient groups and with more recent data. In an observational study such as this, one must be very cautious with the conclusions.",False,False,True,0.2106797695159912
312,Weekly Non-invasive Brain Stimulation Provides Long-Term Relief of Post-Stroke Pain,"NIH illustration of rTMS therapy.This news release speaks to the results of a small open-label study examining the effectiveness of repetitive transcranial magnetic stimulation (rTMS) in patients who have suffered a stroke. The 18 patients studied all had chronic pain as a consequence of their stroke and did not obtain adequate relief from more traditional approaches. The release includes useful background about the burden of post-stroke pain and the history of research into rTMS as a treatment option. But the study’s small size and lack of control group are key limitations that should have been commented on, but weren’t. We also think that since the device is commercially available and is in widespread use for depression, cost should have mentioned as well as a few words about other treatment options. There are limited effective treatment options for patients with post-stroke pain. This research provides very preliminary evidence that rTMS may also be an option. It is believed that the stimulation aids in plasticity, the ability of the brain to gradually form new neural connections to take on functions previously performed by damaged areas.",Misleading,True,False,0.20571184158325195
313,"""Chris Larson Says Chris Abele """"has had five years and he’s done nothing"""" about the Estabrook Dam.""","""Larson says Abele has had five years in office and """"done nothing"""" about the Estabrook Dam, with an earlier statement blaming him for a lack of consensus. But records and news accounts show Abele has been consistent in wanting the dam removed, has taken steps to make his wishes known and to build support for removal among nearby communities and other groups. Along the way, he has been thwarted by the County Board. Larson’s statement was that Abele has done nothing. That rates False.""",False,True,False,0.1640315055847168
314,"Disney can legitmately claim that no one has ever died at one of their theme parks, because they always ensure that accident victims are removed from park property before being declared dead.","Disney is, of course, well known for their image consciousness. They have been criticized in the past for policies such as not allowing marked emergency vehicles into their parks (so as not to upset park guests), and so many people perceive them as being willing and overzealous enough to stretch a semantic point for a minor public relations advantage.",False,True,False,0.16454029083251953
315,"""Caddy McKeown Says """"A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.""",Are babies born in Coos County twice as likely to be born to smokers?,True,True,True,0.1995682716369629
316,"""The television show """"My Secret Terrius"""" predicted the 2020 COVID-19 outbreak. ""","The fictional coronavirus in the show is also rather different from the strain of coronavirus (COVID-19) that was spreading around the globe in early 2020. In the show, someone “tweaked” the virus in order to make it more deadly. In reality, that simply isn’t possible. COVID-19 is not a human-made bioweapon. (You can read about that conspiracy theory’s origins and scientific failings here.)",False,True,False,0.16025114059448242
317,I’m ninth generation from New Hampshire.,"""Brown said he is """"ninth generation from New Hampshire."""" For the most part, this is true: Brown’s New Hampshire lineage connects his grandmother to some of the region’s earliest European inhabitants. In fact, one of Brown’s ancestors, Francis Mathews, came to the New World in 1634 specifically to help settle the territory that became New Hampshire. But this isn’t the only relevant fact to consider. Brown’s statement can also be interpreted to mean that Brown counts himself as part of an unbroken line of ancestors who are """"from"""" New Hampshire. It’s clear that Brown and his mother spent much of their lives in Massachusetts. The family connection to New Hampshire weakened after the birth of Brown’s grandmother, Bertha Rugg, who moved to Massachusetts and raised her daughter -- Brown’s mother -- in the Bay State. Brown himself stated in a press release sent this week that """"I have lived in Massachusetts for most of my life,"""" and his trademark pickup truck parked outside a GOP fundraiser in Nashua on Dec. 19 still had Massachusetts license plates. Bottom line: It’s clear that New Hampshire is the ancestral home of many of Brown’s relatives, but it’s a stretch to say that Brown and his mother are """"from New Hampshire."""" The statement is partially accurate.""",Misleading,False,False,0.20180892944335938
318,Lockdowns should be lifted in two-week stages to stem COVID-19 spread: WHO.,"Countries that ease restrictions imposed to fight the spread of the coronavirus should wait at least two weeks to evaluate the impact of such changes before easing again, the World Health Organization (WHO) said on Wednesday.",True,True,True,0.19774174690246582
319,"A year after Michael, Florida community still in crisis.","A year after Hurricane Michael , the Florida county hardest hit by the Category 5 storm is still in crisis: Thousands in Bay County are homeless, medical care and housing are at a premium, domestic violence has become a problem and severely diminished mental health services are overwhelmed with backlogs.",True,True,True,0.15751957893371582
320,"Exclusive: Top U.S. insurer to cover Amgen, Eli Lilly migraine drugs, exclude Teva.","A top U.S. pharmacy benefit manager (PBM) owned by UnitedHealth Group Inc has included new migraine drugs from Amgen Inc and Eli Lilly and Co as preferred treatments on its lists of covered drugs, according to an OptumRx client note viewed by Reuters.",True,True,True,0.19978833198547363
321,A growing number of states call porn a public health crisis.,"More than a dozen states have moved to declare pornography a public health crisis, raising concerns among some experts who say the label goes too far and carries its own risks.",True,True,True,0.1569526195526123
322,"""Rick Perry Says the federal government restricts """"how much salt we can put on our food.""",Gov. Rick Perry says the federal government regulates how much salt we can put on our food,False,True,False,0.20210790634155273
323,Michele Bachmann Says Rick Perry co-chaired Al Gore’s campaign for president.,Michele Bachmann says Rick Perry co-chaired Al Gore's presidential campaign,Misleading,True,False,0.1592576503753662
324, Cooking with aluminum pots and pans or aluminum foil causes Alzheimer’s disease. ,Cooking with Aluminum Foil Causes Alzheimer's Disease.  ,Misleading,True,False,0.15790390968322754
325,"""Gavin Newsom Says Indiana Gov. Mike Pence """"advocated diverting taxpayer dollars to so-called conversion therapy.""","In a glass-walled laboratory, chemists puff on vaping devices as they test liquid nicotine flavors. Nearby, staffers with cartons of instant noodles on their desks tap away at laptops, messaging suppliers and customers.",Misleading,Misleading,True,0.1604781150817871
326,"Artificial intelligence can predict Alzheimer’s 6 years earlier than medics, study finds","This brief, 375-word story published by Fox News was sourced from The Sun. It describes a study using an artificial intelligence algorithm to recognize patterns from brain scans. The story at least warns readers that because of the small study size (just 40 subjects), larger studies would be needed to know if the reported “100% accuracy” for predicting Alzheimer’s six years before diagnosis, can actually be replicated. But beyond that, the story is full of holes and canned quotes. The news release was far more informative. Early diagnosis of Alzheimer’s is a popular research area at this time. Stories about it often highlight the presumption that “catching” Alzheimer’s early will help doctors slow or stop the disease “before it starts.” Although this may have intuitive appeal there is currently no evidence to suggest this is currently feasible, or even possible in the near future. It’s an important point that should be made in all stories touching on both early diagnosis and “prevention” of this degenerative neurologic disease. This sort of framing runs a huge risk of misleading patients and their caregivers and — perhaps more disturbing — providing false hope based on what are usually preliminary findings that are by no means conclusive.",False,False,True,0.20378470420837402
327,Scientists back brain drugs for healthy people,"""This story covers a provocative commentary on the use of cognition-stimulating medications by healthy people. The commentary, published in the journal Nature, raises a topic that’s significant to people as individuals and to society as a whole. While clearly biased in favor of wider use of the drugs, the commentary clearly meets the test of """"reportability"""" in mainstream media. The news report does a credible job of summarizing the authors’ main points and gathering independent assessment to put it in context. It included an important balancing perspective from a bioethicist, who said:  """"It’s a nice puff piece for selling medications for people who don’t have an illness of any kind."""" The report’s most significant shortcoming is that it never made clear that there is no good data to support the assumption that the drugs improve cognitive outcomes. As the ratings below show, the report would have been better if it had mentioned costs more explicitly, and put the issue in the context of other methods people can and do use to enhance brain function. The article does a reasonable job in covering the major points made in the commentary. Unfortunately almost 20% of the article is devoted to specific information about the drugs rather than the myriad of issues raised by the commentary. The space would have been better used with a more complete discussion of the ethical and societal issues raised by the commentary.""",Misleading,False,False,0.20346665382385254
328,German doctors declare “cure” in HIV patient,"The quote marks around the word “cure” in the headline were a sign of the cautious approach of this story. Instead of allowing a sense of hyperbole to permeate, as we saw in other coverage of the same study, we were glad to see many of the appropriate caveats included. The story should have been more specific about the enormous hazards of bone marrow transplants and told readers of their high cost. The word cure, even when surrounded by quote marks certainly gets one’s attention. Applied to a story about HIV and AIDS, it is an attention-grabber. Despite the arguable hyperbole on the part of the German researchers, the story is interesting because it adds to the suggestion that the CCR5 mutation may represent an approach to eradication of the virus. This story, like others on the topic, spent a fair amount of time explaining the difficulty in broadly applying stem cell transplants to AIDS patients and leukemia patients and talked with the appropriate experts. It serves as a good lesson, in many ways, for reporters covering studies with limited results and stacked odds of long term success.",True,False,False,0.20161795616149902
329,Sun Pharma Announces Positive Topline Results of Confirmatory Phase-3 Clinical Trial for Seciera™ for Treatment of Dry Eye,"This release reports on the results of a phase 3 trial of a cyclosporine A ophthalmic solution (trade name Seciera) intended to treat dry eye symptoms. The release states that the randomized, controlled trial involved 744 patient volunteers, which suggests good evidence, but the release omits information from the study that would be useful to journalists and the public. It provides no numerical data on the results of the trial, only vague statements, and doesn’t explain any potential harms of the medication. No information is given on where the study was conducted, or information to rule out conflicts of interest. In essence, this release seems more interested in establishing a foothold in what is seen as a growing commercial market than it is in explaining the actual research,   There’s no question that having dry eyes is at least a nuisance and at worst a clinical problem needing a solution, but it is clearly not a disease. Dry eyes can be a side effect of some medications or surgical procedures, a symptom of some diseases, and a condition affecting older individuals. Unfortunately, labeling it as a disease as this release does places an artificial urgency on the need for products to treat it, thereby profiting its manufacturer more than aiding the public.",False,False,True,0.2000720500946045
330,Neurotoxin may have caused diplomats’ illness in Cuba: study.,"Fumigation against mosquitoes in Cuba and not “sonic attacks” may have caused some 40 U.S. and Canadian diplomats and family members in Havana to fall ill, according to a new study commissioned by the Canadian government.",True,True,True,0.16073870658874512
331,Dabigatran superior to warfarin when anticoagulation is resumed after bleeding,"This news release touts an analysis of Medicare data for 1,500 patients who suffered a major bleeding event while taking anticoagulants for atrial fibrillation. Researchers found that patients who resumed anticoagulants after a hemorrhage had better stroke and mortality rates than those who did not, and those who resumed treatment with a newer drug, dabigatran, had fewer recurrent hemorrhages than those who restarted treatment with the old standby warfarin. The news release lays out relative differences in outcomes but doesn’t include absolute risks and benefits that would convey the true significance of these findings. Nor does it mention the wide cost difference between the two drugs or the fact that prescribing patterns at the time the data were collected may have skewed the findings. Bottom line: this is an observational study, not a controlled clinical trial. It is not appropriate to be making recommendations about one drug or another based on such a study. This study sheds light on the dilemma of whether patients at risk for blood clots should resume taking anticoagulants after a major hemorrhage. Less than half of patients who survived a bleeding incident resumed taking anticoagulant drugs, apparently because their doctors perceived a high risk of recurrent bleeding. But the authors say their finding that the risk of stroke outweighs the risk of recurrent bleeding should encourage clinicians to resume anti-clotting drugs. And while the analysis shows better outcomes with a new drug compared with an old one, the authors acknowledge that finding needs to be validated in other patient groups and with more recent data. In an observational study such as this, one must be very cautious with the conclusions.",False,False,True,0.19890403747558594
332,Eleven states are introducing a truck curfew from 11PM until 6AM.,"The “truck curfew” story was one of several fake news items in a subset targeting specific populations on social media, among whom the stories would be heavily shared (and by which the sites involved would rake in traffic and revenue). Along with the motorcycle curfew claim, a similar outlet reported fabricated motorcycle speed bans in August 2016, a FDA e-juice ban in mid-2016, a “two pet maximum” ordinance (suggesting households would be forced to rehome beloved dogs and cats), and a religious content ban on Facebook. Best Source Of Videos was among fake news sites which did not include a disclaimer warning readers about fabricated content.",False,False,True,0.1993422508239746
333,Coronavirus worries have surgical masks flying off shelves in New York's Chinatown.,"Teresa Zhan, a pharmacist in Manhattan’s Chinatown, had not seen protective face masks sell out in her 10 years as an employee until this week, when China’s coronavirus arrived in the United States just days before Lunar New Year celebrations.",True,False,False,0.19905900955200195
334,Windsor doctor joining direct primary care movement.,Dr. Emily Anderson-Elder carefully considered her patient’s symptoms:,True,False,False,0.19739675521850586
335,About 125 women took Mifepristone to terminate their pregnancies during a protest demanding the legalization of abortion in South Korea.,We reached out to Women on Waves and Femidangdang for more information about the protest but did not receive a response prior to publication.,Misleading,False,False,0.1987929344177246
336,"""Cuts in local government and school funding in John Kasich’s budget caused """"many communities to seek school levies, local tax increases, layoffs.""","Ohio Democratic Party says Kasich budget forced local cuts, tax increases, layoffs",Misleading,False,False,0.19717884063720703
337,“There is no science or data to suggest that kids are at risk from COVID.”,"A California state lawmaker claimed there is “no science or data to suggest that kids are at risk from COVID.”    Medical experts say that’s just plain wrong. There are studies that have examined children and found they are at risk of COVID-19, albeit less risk than adults. There’s also a lack of data and uncertainty about how much children could spread the coronavirus among teachers, family members and the wider community once schools reopen.",False,False,True,0.19732117652893066
